 A ( ADVERB ) 
 abbandonando ( NOUN NOUN_GERUND ) lemma=abbandonare 
 abbandonandosi ( NOUN NOUN_GERUND ) lemma=abbandonare 
 abbandonano ( VERB ) lemma=abbandonare 
 abbandonante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbandonare 
 abbandonanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbandonare 
 abbandonar ( VERB_INFINITIVE VERB ) lemma=abbandonare 
 abbandonarci ( VERB_INFINITIVE VERB ) lemma=abbandonare 
 abbandonare ( VERB_INFINITIVE VERB ) 
 abbandonarla ( VERB_INFINITIVE VERB ) lemma=abbandonare 
 abbandonarli ( VERB_INFINITIVE VERB ) lemma=abbandonare 
 abbandonarlo ( VERB_INFINITIVE VERB ) lemma=abbandonare 
 abbandonarmi ( VERB_INFINITIVE VERB ) lemma=abbandonare 
 abbandonaron ( VERB ) lemma=abbandonare 
 abbandonarono ( VERB ) lemma=abbandonare 
 abbandonarsi ( VERB_INFINITIVE VERB ) lemma=abbandonare 
 abbandonasse ( VERB ) lemma=abbandonare 
 abbandonasser ( VERB ) lemma=abbandonare 
 abbandonassero ( VERB ) lemma=abbandonare 
 abbandonassi ( VERB ) lemma=abbandonare 
 abbandonassimo ( VERB ) lemma=abbandonare 
 abbandonaste ( VERB ) lemma=abbandonare 
 abbandonasti ( VERB ) lemma=abbandonare 
 abbandonata ( VERB_PAST_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=abbandonato 
 abbandonate ( VERB_PAST_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=abbandonato 
 abbandonatevi ( VERB ) lemma=abbandonare 
 abbandonati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=abbandonato 
 abbandonatissima ( ADJECTIVE ) lemma=abbandonato 
 abbandonatissime ( ADJECTIVE ) lemma=abbandonato 
 abbandonatissimi ( ADJECTIVE ) lemma=abbandonato 
 abbandonatissimo ( ADJECTIVE ) lemma=abbandonato 
 abbandonato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 abbandonava ( VERB ) lemma=abbandonare 
 abbandonavamo ( VERB ) lemma=abbandonare 
 abbandonavan ( VERB ) lemma=abbandonare 
 abbandonavano ( VERB ) lemma=abbandonare 
 abbandonavate ( VERB ) lemma=abbandonare 
 abbandonavi ( VERB ) lemma=abbandonare 
 abbandonavo ( VERB ) lemma=abbandonare 
 abbandonera' ( VERB ) lemma=abbandonare 
 abbandonerai ( VERB ) lemma=abbandonare 
 abbandoneran ( VERB ) lemma=abbandonare 
 abbandoneranno ( VERB ) lemma=abbandonare 
 abbandonerebbe ( VERB ) lemma=abbandonare 
 abbandonerebber ( VERB ) lemma=abbandonare 
 abbandonerebbero ( VERB ) lemma=abbandonare 
 abbandonerei ( VERB ) lemma=abbandonare 
 abbandoneremmo ( VERB ) lemma=abbandonare 
 abbandoneremo ( VERB ) lemma=abbandonare 
 abbandonereste ( VERB ) lemma=abbandonare 
 abbandoneresti ( VERB ) lemma=abbandonare 
 abbandonerete ( VERB ) lemma=abbandonare 
 abbandonero' ( VERB ) lemma=abbandonare 
 abbandonerà ( VERB ) lemma=abbandonare 
 abbandonerò ( VERB ) lemma=abbandonare 
 abbandoni ( NOUN VERB NOUN_SINGULAR ) lemma=abbandono 
 abbandoniamo ( VERB ) lemma=abbandonare 
 abbandoniamoci ( VERB ) lemma=abbandonare 
 abbandoniate ( VERB ) lemma=abbandonare 
 abbandonin ( VERB ) lemma=abbandonare 
 abbandonino ( VERB ) lemma=abbandonare 
 abbandono ( NOUN VERB NOUN_SINGULAR ) 
 abbandono' ( VERB ) lemma=abbandonare 
 abbandonò ( VERB ) lemma=abbandonare 
 abbarbagli ( VERB ) lemma=abbarbagliare 
 abbarbaglia ( VERB ) lemma=abbarbagliare 
 abbarbagliai ( VERB ) lemma=abbarbagliare 
 abbarbagliammo ( VERB ) lemma=abbarbagliare 
 abbarbagliamo ( VERB ) lemma=abbarbagliare 
 abbarbaglian ( VERB ) lemma=abbarbagliare 
 abbarbagliando ( NOUN NOUN_GERUND ) lemma=abbarbagliare 
 abbarbagliano ( VERB ) lemma=abbarbagliare 
 abbarbagliante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbarbagliare 
 abbarbaglianti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbarbagliare 
 abbarbagliar ( VERB_INFINITIVE VERB ) lemma=abbarbagliare 
 abbarbagliare ( VERB_INFINITIVE VERB ) 
 abbarbagliaron ( VERB ) lemma=abbarbagliare 
 abbarbagliarono ( VERB ) lemma=abbarbagliare 
 abbarbagliasse ( VERB ) lemma=abbarbagliare 
 abbarbagliasser ( VERB ) lemma=abbarbagliare 
 abbarbagliassero ( VERB ) lemma=abbarbagliare 
 abbarbagliassi ( VERB ) lemma=abbarbagliare 
 abbarbagliassimo ( VERB ) lemma=abbarbagliare 
 abbarbagliaste ( VERB ) lemma=abbarbagliare 
 abbarbagliasti ( VERB ) lemma=abbarbagliare 
 abbarbagliata ( VERB_PAST_PARTICIPLE VERB ) lemma=abbarbagliare 
 abbarbagliate ( VERB_PAST_PARTICIPLE VERB ) lemma=abbarbagliare 
 abbarbagliati ( VERB_PAST_PARTICIPLE VERB ) lemma=abbarbagliare 
 abbarbagliato ( VERB_PAST_PARTICIPLE VERB ) lemma=abbarbagliare 
 abbarbagliava ( VERB ) lemma=abbarbagliare 
 abbarbagliavamo ( VERB ) lemma=abbarbagliare 
 abbarbagliavan ( VERB ) lemma=abbarbagliare 
 abbarbagliavano ( VERB ) lemma=abbarbagliare 
 abbarbagliavate ( VERB ) lemma=abbarbagliare 
 abbarbagliavi ( VERB ) lemma=abbarbagliare 
 abbarbagliavo ( VERB ) lemma=abbarbagliare 
 abbarbagliera' ( VERB ) lemma=abbarbagliare 
 abbarbaglierai ( VERB ) lemma=abbarbagliare 
 abbarbaglieran ( VERB ) lemma=abbarbagliare 
 abbarbaglieranno ( VERB ) lemma=abbarbagliare 
 abbarbaglierebbe ( VERB ) lemma=abbarbagliare 
 abbarbaglierebber ( VERB ) lemma=abbarbagliare 
 abbarbaglierebbero ( VERB ) lemma=abbarbagliare 
 abbarbaglierei ( VERB ) lemma=abbarbagliare 
 abbarbaglieremmo ( VERB ) lemma=abbarbagliare 
 abbarbaglieremo ( VERB ) lemma=abbarbagliare 
 abbarbagliereste ( VERB ) lemma=abbarbagliare 
 abbarbaglieresti ( VERB ) lemma=abbarbagliare 
 abbarbaglierete ( VERB ) lemma=abbarbagliare 
 abbarbagliero' ( VERB ) lemma=abbarbagliare 
 abbarbaglierà ( VERB ) lemma=abbarbagliare 
 abbarbaglierò ( VERB ) lemma=abbarbagliare 
 abbarbaglin ( VERB ) lemma=abbarbagliare 
 abbarbaglino ( VERB ) lemma=abbarbagliare 
 abbarbaglio ( VERB ) lemma=abbarbagliare 
 abbarbaglio' ( VERB ) lemma=abbarbagliare 
 abbarbagliò ( VERB ) lemma=abbarbagliare 
 abbarbica ( VERB ) lemma=abbarbicare 
 abbarbicai ( VERB ) lemma=abbarbicare 
 abbarbicammo ( VERB ) lemma=abbarbicare 
 abbarbican ( VERB ) lemma=abbarbicare 
 abbarbicando ( NOUN NOUN_GERUND ) lemma=abbarbicare 
 abbarbicano ( VERB ) lemma=abbarbicare 
 abbarbicante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbarbicare 
 abbarbicanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbarbicare 
 abbarbicar ( VERB_INFINITIVE VERB ) lemma=abbarbicare 
 abbarbicare ( VERB_INFINITIVE VERB ) 
 abbarbicaron ( VERB ) lemma=abbarbicare 
 abbarbicarono ( VERB ) lemma=abbarbicare 
 abbarbicasse ( VERB ) lemma=abbarbicare 
 abbarbicasser ( VERB ) lemma=abbarbicare 
 abbarbicassero ( VERB ) lemma=abbarbicare 
 abbarbicassi ( VERB ) lemma=abbarbicare 
 abbarbicassimo ( VERB ) lemma=abbarbicare 
 abbarbicaste ( VERB ) lemma=abbarbicare 
 abbarbicasti ( VERB ) lemma=abbarbicare 
 abbarbicata ( VERB_PAST_PARTICIPLE VERB ) lemma=abbarbicare 
 abbarbicate ( VERB_PAST_PARTICIPLE VERB ) lemma=abbarbicare 
 abbarbicati ( VERB_PAST_PARTICIPLE VERB ) lemma=abbarbicare 
 abbarbicato ( VERB_PAST_PARTICIPLE VERB ) lemma=abbarbicare 
 abbarbicava ( VERB ) lemma=abbarbicare 
 abbarbicavamo ( VERB ) lemma=abbarbicare 
 abbarbicavan ( VERB ) lemma=abbarbicare 
 abbarbicavano ( VERB ) lemma=abbarbicare 
 abbarbicavate ( VERB ) lemma=abbarbicare 
 abbarbicavi ( VERB ) lemma=abbarbicare 
 abbarbicavo ( VERB ) lemma=abbarbicare 
 abbarbichera' ( VERB ) lemma=abbarbicare 
 abbarbicherai ( VERB ) lemma=abbarbicare 
 abbarbicheran ( VERB ) lemma=abbarbicare 
 abbarbicheranno ( VERB ) lemma=abbarbicare 
 abbarbicherebbe ( VERB ) lemma=abbarbicare 
 abbarbicherebber ( VERB ) lemma=abbarbicare 
 abbarbicherebbero ( VERB ) lemma=abbarbicare 
 abbarbicherei ( VERB ) lemma=abbarbicare 
 abbarbicheremmo ( VERB ) lemma=abbarbicare 
 abbarbicheremo ( VERB ) lemma=abbarbicare 
 abbarbichereste ( VERB ) lemma=abbarbicare 
 abbarbicheresti ( VERB ) lemma=abbarbicare 
 abbarbicherete ( VERB ) lemma=abbarbicare 
 abbarbichero' ( VERB ) lemma=abbarbicare 
 abbarbicherà ( VERB ) lemma=abbarbicare 
 abbarbicherò ( VERB ) lemma=abbarbicare 
 abbarbichi ( VERB ) lemma=abbarbicare 
 abbarbichiamo ( VERB ) lemma=abbarbicare 
 abbarbichiate ( VERB ) lemma=abbarbicare 
 abbarbichin ( VERB ) lemma=abbarbicare 
 abbarbichino ( VERB ) lemma=abbarbicare 
 abbarbico ( VERB ) lemma=abbarbicare 
 abbarbico' ( VERB ) lemma=abbarbicare 
 abbarbicò ( VERB ) lemma=abbarbicare 
 abbaruffa ( VERB ) lemma=abbaruffare 
 abbaruffai ( VERB ) lemma=abbaruffare 
 abbaruffammo ( VERB ) lemma=abbaruffare 
 abbaruffan ( VERB ) lemma=abbaruffare 
 abbaruffando ( NOUN NOUN_GERUND ) lemma=abbaruffare 
 abbaruffano ( VERB ) lemma=abbaruffare 
 abbaruffante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbaruffare 
 abbaruffanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbaruffare 
 abbaruffar ( VERB_INFINITIVE VERB ) lemma=abbaruffare 
 abbaruffare ( VERB_INFINITIVE VERB ) 
 abbaruffaron ( VERB ) lemma=abbaruffare 
 abbaruffarono ( VERB ) lemma=abbaruffare 
 abbaruffasse ( VERB ) lemma=abbaruffare 
 abbaruffasser ( VERB ) lemma=abbaruffare 
 abbaruffassero ( VERB ) lemma=abbaruffare 
 abbaruffassi ( VERB ) lemma=abbaruffare 
 abbaruffassimo ( VERB ) lemma=abbaruffare 
 abbaruffaste ( VERB ) lemma=abbaruffare 
 abbaruffasti ( VERB ) lemma=abbaruffare 
 abbaruffata ( VERB_PAST_PARTICIPLE VERB ) lemma=abbaruffare 
 abbaruffate ( VERB_PAST_PARTICIPLE VERB ) lemma=abbaruffare 
 abbaruffati ( VERB_PAST_PARTICIPLE VERB ) lemma=abbaruffare 
 abbaruffato ( VERB_PAST_PARTICIPLE VERB ) lemma=abbaruffare 
 abbaruffava ( VERB ) lemma=abbaruffare 
 abbaruffavamo ( VERB ) lemma=abbaruffare 
 abbaruffavan ( VERB ) lemma=abbaruffare 
 abbaruffavano ( VERB ) lemma=abbaruffare 
 abbaruffavate ( VERB ) lemma=abbaruffare 
 abbaruffavi ( VERB ) lemma=abbaruffare 
 abbaruffavo ( VERB ) lemma=abbaruffare 
 abbaruffera' ( VERB ) lemma=abbaruffare 
 abbarufferai ( VERB ) lemma=abbaruffare 
 abbarufferan ( VERB ) lemma=abbaruffare 
 abbarufferanno ( VERB ) lemma=abbaruffare 
 abbarufferebbe ( VERB ) lemma=abbaruffare 
 abbarufferebber ( VERB ) lemma=abbaruffare 
 abbarufferebbero ( VERB ) lemma=abbaruffare 
 abbarufferei ( VERB ) lemma=abbaruffare 
 abbarufferemmo ( VERB ) lemma=abbaruffare 
 abbarufferemo ( VERB ) lemma=abbaruffare 
 abbaruffereste ( VERB ) lemma=abbaruffare 
 abbarufferesti ( VERB ) lemma=abbaruffare 
 abbarufferete ( VERB ) lemma=abbaruffare 
 abbaruffero' ( VERB ) lemma=abbaruffare 
 abbarufferà ( VERB ) lemma=abbaruffare 
 abbarufferò ( VERB ) lemma=abbaruffare 
 abbaruffi ( VERB ) lemma=abbaruffare 
 abbaruffiamo ( VERB ) lemma=abbaruffare 
 abbaruffiate ( VERB ) lemma=abbaruffare 
 abbaruffin ( VERB ) lemma=abbaruffare 
 abbaruffino ( VERB ) lemma=abbaruffare 
 abbaruffo ( VERB ) lemma=abbaruffare 
 abbaruffo' ( VERB ) lemma=abbaruffare 
 abbaruffò ( VERB ) lemma=abbaruffare 
 abbassa ( VERB ) lemma=abbassare 
 abbassai ( VERB ) lemma=abbassare 
 abbassamenti ( NOUN NOUN_SINGULAR ) lemma=abbassamento 
 abbassamento ( NOUN NOUN_SINGULAR ) 
 abbassammo ( VERB ) lemma=abbassare 
 abbassan ( VERB ) lemma=abbassare 
 abbassando ( NOUN NOUN_GERUND ) lemma=abbassare 
 abbassandola ( NOUN NOUN_GERUND ) lemma=abbassare 
 abbassandoli ( NOUN NOUN_GERUND ) lemma=abbassare 
 abbassandosi ( NOUN NOUN_GERUND ) lemma=abbassare 
 abbassano ( VERB ) lemma=abbassare 
 abbassante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbassare 
 abbassanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbassare 
 abbassar ( VERB_INFINITIVE VERB ) lemma=abbassare 
 abbassare ( VERB_INFINITIVE VERB ) 
 abbassarlo ( VERB_INFINITIVE VERB ) lemma=abbassare 
 abbassarne ( VERB_INFINITIVE VERB ) lemma=abbassare 
 abbassaron ( VERB ) lemma=abbassare 
 abbassarono ( VERB ) lemma=abbassare 
 abbassarsi ( VERB_INFINITIVE VERB ) lemma=abbassare 
 abbassasse ( VERB ) lemma=abbassare 
 abbassasser ( VERB ) lemma=abbassare 
 abbassassero ( VERB ) lemma=abbassare 
 abbassassi ( VERB ) lemma=abbassare 
 abbassassimo ( VERB ) lemma=abbassare 
 abbassaste ( VERB ) lemma=abbassare 
 abbassasti ( VERB ) lemma=abbassare 
 abbassata ( VERB_PAST_PARTICIPLE VERB ) lemma=abbassare 
 abbassate ( VERB_PAST_PARTICIPLE VERB ) lemma=abbassare 
 abbassati ( VERB_PAST_PARTICIPLE VERB ) lemma=abbassare 
 abbassato ( VERB_PAST_PARTICIPLE VERB ) lemma=abbassare 
 abbassava ( VERB ) lemma=abbassare 
 abbassavamo ( VERB ) lemma=abbassare 
 abbassavan ( VERB ) lemma=abbassare 
 abbassavano ( VERB ) lemma=abbassare 
 abbassavate ( VERB ) lemma=abbassare 
 abbassavi ( VERB ) lemma=abbassare 
 abbassavo ( VERB ) lemma=abbassare 
 abbassera' ( VERB ) lemma=abbassare 
 abbasserai ( VERB ) lemma=abbassare 
 abbasseran ( VERB ) lemma=abbassare 
 abbasseranno ( VERB ) lemma=abbassare 
 abbasserebbe ( VERB ) lemma=abbassare 
 abbasserebber ( VERB ) lemma=abbassare 
 abbasserebbero ( VERB ) lemma=abbassare 
 abbasserei ( VERB ) lemma=abbassare 
 abbasseremmo ( VERB ) lemma=abbassare 
 abbasseremo ( VERB ) lemma=abbassare 
 abbassereste ( VERB ) lemma=abbassare 
 abbasseresti ( VERB ) lemma=abbassare 
 abbasserete ( VERB ) lemma=abbassare 
 abbassero' ( VERB ) lemma=abbassare 
 abbasserà ( VERB ) lemma=abbassare 
 abbasserò ( VERB ) lemma=abbassare 
 abbassi ( VERB ) lemma=abbassare 
 abbassiamo ( VERB ) lemma=abbassare 
 abbassiamolo ( VERB ) lemma=abbassare 
 abbassiate ( VERB ) lemma=abbassare 
 abbassin ( VERB ) lemma=abbassare 
 abbassino ( VERB ) lemma=abbassare 
 abbasso ( VERB ) lemma=abbassare 
 abbasso' ( VERB ) lemma=abbassare 
 abbassò ( VERB ) lemma=abbassare 
 abbastanza ( ADVERB ) 
 abbatta ( VERB ) lemma=abbattere 
 abbattan ( VERB ) lemma=abbattere 
 abbattano ( VERB ) lemma=abbattere 
 abbatte ( VERB ) lemma=abbattere 
 abbatte' ( VERB ) lemma=abbattere 
 abbattei ( VERB ) lemma=abbattere 
 abbattemmo ( VERB ) lemma=abbattere 
 abbattendo ( NOUN NOUN_GERUND ) lemma=abbattere 
 abbattendosi ( NOUN NOUN_GERUND ) lemma=abbattere 
 abbattente ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbattere 
 abbattenti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbattere 
 abbatter ( VERB_INFINITIVE VERB ) lemma=abbattere 
 abbattera' ( VERB ) lemma=abbattere 
 abbatterai ( VERB ) lemma=abbattere 
 abbatteran ( VERB ) lemma=abbattere 
 abbatteranno ( VERB ) lemma=abbattere 
 abbatterci ( VERB_INFINITIVE VERB ) lemma=abbattere 
 abbattere ( VERB_INFINITIVE VERB ) 
 abbatterebbe ( VERB ) lemma=abbattere 
 abbatterebber ( VERB ) lemma=abbattere 
 abbatterebbero ( VERB ) lemma=abbattere 
 abbatterei ( VERB ) lemma=abbattere 
 abbatteremmo ( VERB ) lemma=abbattere 
 abbatteremo ( VERB ) lemma=abbattere 
 abbattereste ( VERB ) lemma=abbattere 
 abbatteresti ( VERB ) lemma=abbattere 
 abbatterete ( VERB ) lemma=abbattere 
 abbatterla ( VERB_INFINITIVE VERB ) lemma=abbattere 
 abbatterli ( VERB_INFINITIVE VERB ) lemma=abbattere 
 abbatterlo ( VERB_INFINITIVE VERB ) lemma=abbattere 
 abbattero' ( VERB ) lemma=abbattere 
 abbatteron ( VERB ) lemma=abbattere 
 abbatterono ( VERB ) lemma=abbattere 
 abbattersi ( VERB_INFINITIVE VERB ) lemma=abbattere 
 abbatterà ( VERB ) lemma=abbattere 
 abbatterò ( VERB ) lemma=abbattere 
 abbattesse ( VERB ) lemma=abbattere 
 abbattesser ( VERB ) lemma=abbattere 
 abbattessero ( VERB ) lemma=abbattere 
 abbattessi ( VERB ) lemma=abbattere 
 abbattessimo ( VERB ) lemma=abbattere 
 abbatteste ( VERB ) lemma=abbattere 
 abbattesti ( VERB ) lemma=abbattere 
 abbattete ( VERB ) lemma=abbattere 
 abbatteva ( VERB ) lemma=abbattere 
 abbattevamo ( VERB ) lemma=abbattere 
 abbattevan ( VERB ) lemma=abbattere 
 abbattevano ( VERB ) lemma=abbattere 
 abbattevate ( VERB ) lemma=abbattere 
 abbattevi ( VERB ) lemma=abbattere 
 abbattevo ( VERB ) lemma=abbattere 
 abbatti ( VERB ) lemma=abbattere 
 abbattiamo ( VERB ) lemma=abbattere 
 abbattiate ( VERB ) lemma=abbattere 
 abbattimenti ( NOUN NOUN_SINGULAR ) lemma=abbattimento 
 abbattimento ( NOUN NOUN_SINGULAR ) 
 abbatto ( VERB ) lemma=abbattere 
 abbatton ( VERB ) lemma=abbattere 
 abbattono ( VERB ) lemma=abbattere 
 abbattuta ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=abbattuto 
 abbattute ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=abbattuto 
 abbattuti ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=abbattuto 
 abbattutissima ( ADJECTIVE ) lemma=abbattuto 
 abbattutissime ( ADJECTIVE ) lemma=abbattuto 
 abbattutissimi ( ADJECTIVE ) lemma=abbattuto 
 abbattutissimo ( ADJECTIVE ) lemma=abbattuto 
 abbattuto ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 abbattè ( VERB ) lemma=abbattere 
 abbazia ( NOUN NOUN_SINGULAR ) 
 abbazie ( NOUN NOUN_SINGULAR ) lemma=abbazia 
 abbellendo ( NOUN NOUN_GERUND ) lemma=abbellire 
 abbellendoli ( NOUN NOUN_GERUND ) lemma=abbellire 
 abbellente ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbellire 
 abbellenti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbellire 
 abbelli' ( VERB ) lemma=abbellire 
 abbelliamo ( VERB ) lemma=abbellire 
 abbelliate ( VERB ) lemma=abbellire 
 abbellii ( VERB ) lemma=abbellire 
 abbellimenti ( NOUN NOUN_SINGULAR ) lemma=abbellimento 
 abbellimento ( NOUN NOUN_SINGULAR ) 
 abbellimmo ( VERB ) lemma=abbellire 
 abbellir ( VERB_INFINITIVE VERB ) lemma=abbellire 
 abbellira' ( VERB ) lemma=abbellire 
 abbellirai ( VERB ) lemma=abbellire 
 abbelliran ( VERB ) lemma=abbellire 
 abbelliranno ( VERB ) lemma=abbellire 
 abbellire ( VERB_INFINITIVE VERB ) 
 abbellirebbe ( VERB ) lemma=abbellire 
 abbellirebber ( VERB ) lemma=abbellire 
 abbellirebbero ( VERB ) lemma=abbellire 
 abbellirei ( VERB ) lemma=abbellire 
 abbelliremmo ( VERB ) lemma=abbellire 
 abbelliremo ( VERB ) lemma=abbellire 
 abbellireste ( VERB ) lemma=abbellire 
 abbelliresti ( VERB ) lemma=abbellire 
 abbellirete ( VERB ) lemma=abbellire 
 abbelliro' ( VERB ) lemma=abbellire 
 abbelliron ( VERB ) lemma=abbellire 
 abbellirono ( VERB ) lemma=abbellire 
 abbellirsi ( VERB_INFINITIVE VERB ) lemma=abbellire 
 abbellirà ( VERB ) lemma=abbellire 
 abbellirò ( VERB ) lemma=abbellire 
 abbellisca ( VERB ) lemma=abbellire 
 abbelliscan ( VERB ) lemma=abbellire 
 abbelliscano ( VERB ) lemma=abbellire 
 abbellisce ( VERB ) lemma=abbellire 
 abbellisci ( VERB ) lemma=abbellire 
 abbellisco ( VERB ) lemma=abbellire 
 abbelliscon ( VERB ) lemma=abbellire 
 abbelliscono ( VERB ) lemma=abbellire 
 abbellisse ( VERB ) lemma=abbellire 
 abbellisser ( VERB ) lemma=abbellire 
 abbellissero ( VERB ) lemma=abbellire 
 abbellissi ( VERB ) lemma=abbellire 
 abbellissimo ( VERB ) lemma=abbellire 
 abbelliste ( VERB ) lemma=abbellire 
 abbellisti ( VERB ) lemma=abbellire 
 abbellita ( VERB_PAST_PARTICIPLE VERB ) lemma=abbellire 
 abbellite ( VERB_PAST_PARTICIPLE VERB ) lemma=abbellire 
 abbelliti ( VERB_PAST_PARTICIPLE VERB ) lemma=abbellire 
 abbellito ( VERB_PAST_PARTICIPLE VERB ) lemma=abbellire 
 abbelliva ( VERB ) lemma=abbellire 
 abbellivamo ( VERB ) lemma=abbellire 
 abbellivan ( VERB ) lemma=abbellire 
 abbellivano ( VERB ) lemma=abbellire 
 abbellivate ( VERB ) lemma=abbellire 
 abbellivi ( VERB ) lemma=abbellire 
 abbellivo ( VERB ) lemma=abbellire 
 abbellì ( VERB ) lemma=abbellire 
 abbevera ( VERB ) lemma=abbeverare 
 abbeverai ( VERB ) lemma=abbeverare 
 abbeverammo ( VERB ) lemma=abbeverare 
 abbeveran ( VERB ) lemma=abbeverare 
 abbeverando ( NOUN NOUN_GERUND ) lemma=abbeverare 
 abbeverano ( VERB ) lemma=abbeverare 
 abbeverante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbeverare 
 abbeveranti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbeverare 
 abbeverar ( VERB_INFINITIVE VERB ) lemma=abbeverare 
 abbeverare ( VERB_INFINITIVE VERB ) 
 abbeveraron ( VERB ) lemma=abbeverare 
 abbeverarono ( VERB ) lemma=abbeverare 
 abbeverarsi ( VERB_INFINITIVE VERB ) lemma=abbeverare 
 abbeverasse ( VERB ) lemma=abbeverare 
 abbeverasser ( VERB ) lemma=abbeverare 
 abbeverassero ( VERB ) lemma=abbeverare 
 abbeverassi ( VERB ) lemma=abbeverare 
 abbeverassimo ( VERB ) lemma=abbeverare 
 abbeveraste ( VERB ) lemma=abbeverare 
 abbeverasti ( VERB ) lemma=abbeverare 
 abbeverata ( VERB_PAST_PARTICIPLE VERB ) lemma=abbeverare 
 abbeverate ( VERB_PAST_PARTICIPLE VERB ) lemma=abbeverare 
 abbeverati ( VERB_PAST_PARTICIPLE VERB ) lemma=abbeverare 
 abbeverato ( VERB_PAST_PARTICIPLE VERB ) lemma=abbeverare 
 abbeverava ( VERB ) lemma=abbeverare 
 abbeveravamo ( VERB ) lemma=abbeverare 
 abbeveravan ( VERB ) lemma=abbeverare 
 abbeveravano ( VERB ) lemma=abbeverare 
 abbeveravate ( VERB ) lemma=abbeverare 
 abbeveravi ( VERB ) lemma=abbeverare 
 abbeveravo ( VERB ) lemma=abbeverare 
 abbeverera' ( VERB ) lemma=abbeverare 
 abbevererai ( VERB ) lemma=abbeverare 
 abbevereran ( VERB ) lemma=abbeverare 
 abbevereranno ( VERB ) lemma=abbeverare 
 abbevererebbe ( VERB ) lemma=abbeverare 
 abbevererebber ( VERB ) lemma=abbeverare 
 abbevererebbero ( VERB ) lemma=abbeverare 
 abbevererei ( VERB ) lemma=abbeverare 
 abbevereremmo ( VERB ) lemma=abbeverare 
 abbevereremo ( VERB ) lemma=abbeverare 
 abbeverereste ( VERB ) lemma=abbeverare 
 abbevereresti ( VERB ) lemma=abbeverare 
 abbevererete ( VERB ) lemma=abbeverare 
 abbeverero' ( VERB ) lemma=abbeverare 
 abbevererà ( VERB ) lemma=abbeverare 
 abbevererò ( VERB ) lemma=abbeverare 
 abbeveri ( VERB ) lemma=abbeverare 
 abbeveriamo ( VERB ) lemma=abbeverare 
 abbeveriate ( VERB ) lemma=abbeverare 
 abbeverin ( VERB ) lemma=abbeverare 
 abbeverino ( VERB ) lemma=abbeverare 
 abbevero ( VERB ) lemma=abbeverare 
 abbevero' ( VERB ) lemma=abbeverare 
 abbeverò ( VERB ) lemma=abbeverare 
 abbi ( VERB ) lemma=avere 
 abbia ( VERB ) lemma=avere 
 abbiamo ( VERB ) lemma=avere 
 abbian ( VERB ) lemma=avere 
 abbiano ( VERB ) lemma=avere 
 abbiate ( VERB ) lemma=avere 
 abbica ( VERB ) lemma=abbicare 
 abbicai ( VERB ) lemma=abbicare 
 abbicammo ( VERB ) lemma=abbicare 
 abbican ( VERB ) lemma=abbicare 
 abbicando ( NOUN NOUN_GERUND ) lemma=abbicare 
 abbicano ( VERB ) lemma=abbicare 
 abbicante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbicare 
 abbicanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=abbicare 
 abbicar ( VERB_INFINITIVE VERB ) lemma=abbicare 
 abbicare ( VERB_INFINITIVE VERB ) 
 abbicaron ( VERB ) lemma=abbicare 
 abbicarono ( VERB ) lemma=abbicare 
 abbicasse ( VERB ) lemma=abbicare 
 abbicasser ( VERB ) lemma=abbicare 
 abbicassero ( VERB ) lemma=abbicare 
 abbicassi ( VERB ) lemma=abbicare 
 abbicassimo ( VERB ) lemma=abbicare 
 abbicaste ( VERB ) lemma=abbicare 
 abbicasti ( VERB ) lemma=abbicare 
 abbicata ( VERB_PAST_PARTICIPLE VERB ) lemma=abbicare 
 abbicate ( VERB_PAST_PARTICIPLE VERB ) lemma=abbicare 
 abbicati ( VERB_PAST_PARTICIPLE VERB ) lemma=abbicare 
