 H ( NOUN NOUN_PROPER_SINGULAR ) 
 H&F ( NOUN NOUN_PROPER_SINGULAR ) 
 H&H ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K-Geschäftsleitung ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K-Waffen ( NOUN NOUN_PROPER_SINGULAR ) 
 H&M ( NOUN NOUN_PROPER_SINGULAR ) 
 HERMANN ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HERR ( NOUN NOUN_PROPER_SINGULAR ) lemma=Herr 
 HERSTELLER ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hersteller 
 HERZ ( NOUN NOUN_PROPER_SINGULAR ) lemma=Herz 
 HEUTE-Geschichten ( NOUN NOUN_PROPER_SINGULAR ) lemma=HEUTE-Geschichte 
 HEW ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HEW- ( ) 
 HEW-Angaben ( NOUN NOUN_PROPER_SINGULAR ) lemma=HEW-Angabe 
 HEW-Aufsichtsrat ( NOUN NOUN_PROPER_SINGULAR ) 
 HEW-Hauptversammlung ( NOUN NOUN_PROPER_SINGULAR ) 
 HEW-Kundenzentrum ( NOUN NOUN_PROPER_SINGULAR ) 
 HEW-Satzung ( NOUN NOUN_PROPER_SINGULAR ) 
 HEW-Sprecher ( NOUN NOUN_PROPER_SINGULAR ) 
 HEW-Sprechers ( NOUN NOUN_PROPER_SINGULAR ) lemma=HEW-Sprecher 
 HEW-Vorstand ( NOUN NOUN_PROPER_SINGULAR ) 
 HF ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HF-Kommunikationseinrichtungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HF-Kommunikationseinrichtung 
 HFA-Mitgliedern ( NOUN NOUN_PROPER_SINGULAR ) lemma=HFA-Mitglied 
 HFA-Sitzung ( NOUN NOUN_PROPER_SINGULAR ) 
 HFA-Vorsitzende ( NOUN NOUN_PROPER_SINGULAR ) 
 HFC-Präsidium ( NOUN NOUN_PROPER_SINGULAR ) 
 HFC-Vorsitzender ( NOUN NOUN_PROPER_SINGULAR ) lemma=HFC-Vorsitzende 
 HFT-Mensa ( NOUN NOUN_PROPER_SINGULAR ) 
 HFV-Antrag ( NOUN NOUN_PROPER_SINGULAR ) 
 HFV-Beirat ( NOUN NOUN_PROPER_SINGULAR ) 
 HFV-Geschäftsführer ( NOUN NOUN_PROPER_SINGULAR ) 
 HFV-Präsident ( NOUN NOUN_PROPER_SINGULAR ) 
 HFV-Sportschule ( NOUN NOUN_PROPER_SINGULAR ) 
 HFV-Vorsitzenden ( NOUN NOUN_PROPER_SINGULAR ) lemma=HFV-Vorsitzende 
 HFV-Vorstand ( NOUN NOUN_PROPER_SINGULAR ) 
 HG ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HG-Kennzeichen ( NOUN NOUN_PROPER_SINGULAR ) 
 HGA ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HGA-Chef ( NOUN NOUN_PROPER_SINGULAR ) 
 HGB ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HGG ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HGO-Paragraphen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HGO-Paragraph 
 HGO-Seminar ( NOUN NOUN_PROPER_SINGULAR ) 
 HGO-Änderung ( NOUN NOUN_PROPER_SINGULAR ) 
 HGU ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HGU-Aussenstellen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HGU-Außenstelle 
 HGU-Außenstellen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HGU-Außenstelle 
 HGU-Chef ( NOUN NOUN_PROPER_SINGULAR ) 
 HGU-Gelände ( NOUN NOUN_PROPER_SINGULAR ) 
 HGU-Leiter ( NOUN NOUN_PROPER_SINGULAR ) 
 HGU-Leitung ( NOUN NOUN_PROPER_SINGULAR ) 
 HGU-Mitarbeiter ( NOUN NOUN_PROPER_SINGULAR ) 
 HGU-Parkplatz ( NOUN NOUN_PROPER_SINGULAR ) 
 HGU-Personal ( NOUN NOUN_PROPER_SINGULAR ) 
 HGU-Pfarrer ( NOUN NOUN_PROPER_SINGULAR ) 
 HGU-Sachbearbeiter ( NOUN NOUN_PROPER_SINGULAR ) 
 HGU-Verwaltung ( NOUN NOUN_PROPER_SINGULAR ) 
 HGU-Überbelegung ( NOUN NOUN_PROPER_SINGULAR ) 
 HGV ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HGV-Chor ( NOUN NOUN_PROPER_SINGULAR ) 
 HGV-Geschäftsführer ( NOUN NOUN_PROPER_SINGULAR ) 
 HH ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HH- ( ) 
 HH-Intim-Redaktion ( NOUN NOUN_PROPER_SINGULAR ) 
 HH-Intim-Vorschlag ( NOUN NOUN_PROPER_SINGULAR ) 
 HHA ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HHC ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HHG-Vorsitzender ( NOUN NOUN_PROPER_SINGULAR ) lemma=HHG-Vorsitzende 
 HHLA- ( ) 
 HHLA-Arbeiter ( NOUN NOUN_PROPER_SINGULAR ) 
 HHV-Pokalwettbewerbes ( NOUN NOUN_PROPER_SINGULAR ) lemma=HHV-Pokalwettbewerb 
 HI- ( ) 
 HI-Viren ( NOUN NOUN_PROPER_SINGULAR ) lemma=HI-Virus 
 HI-Virus ( NOUN NOUN_PROPER_SINGULAR ) 
 HIER ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HILF-Aussenstelle ( NOUN NOUN_PROPER_SINGULAR ) lemma=HILF-Außenstelle 
 HILF-Außenstelle ( NOUN NOUN_PROPER_SINGULAR ) 
 HILLMAR ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HIM-Aufsichtsrat ( NOUN NOUN_PROPER_SINGULAR ) 
 HIM-Gegner ( NOUN NOUN_PROPER_SINGULAR ) 
 HIM-Kritiker ( NOUN NOUN_PROPER_SINGULAR ) 
 HIM-Pressesprecher ( NOUN NOUN_PROPER_SINGULAR ) 
 HIM-Sondermüllverbrennungsanlage ( NOUN NOUN_PROPER_SINGULAR ) 
 HIM-Sprecher ( NOUN NOUN_PROPER_SINGULAR ) 
 HIMA ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HIN-Sicht ( NOUN NOUN_PROPER_SINGULAR ) 
 HINTER ( ADJECTIVE PREPOSITION ) lemma=hinter 
 HINWEIS ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hinweis 
 HINWEISE ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hinweis 
 HIS-Studie ( NOUN NOUN_PROPER_SINGULAR ) 
 HIT ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HIT-Programm ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HIV- ( ) 
 HIV-2-Alt ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Aids-Dogma ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Ambulanz ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Ambulanzen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Ambulanz 
 HIV-Antikörper ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Antikörper- ( ) 
 HIV-Antikörper-Test ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Antikörpern ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Antikörper 
 HIV-Antikörpertest ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Antikörpertests ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Antikörpertest 
 HIV-Blut ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Diagnostik ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Epidemie ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Erkrankung ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Erreger ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Gefahr ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Hysterie ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Infektion ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Infektionen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Infektion 
 HIV-Infektionsgefahr ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Infektionsrate ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Infektionsrisiko ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Infizierte ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Infizierten ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Infizierte 
 HIV-Infizierter ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Infizierte 
 HIV-Infizierung ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Infizierungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Infizierung 
 HIV-Krankheit ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Mitarbeiter ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Modell ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Modelle ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Modell 
 HIV-Neuinfektionen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Neuinfektion 
 HIV-Party ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Patienten ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Patient 
 HIV-Positiv ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Positive ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Positiven ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Positive 
 HIV-Positiver ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Positive 
 HIV-Prävention ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Risiko ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Show ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Skandal ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Station ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Status ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Stämme ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Stamm 
 HIV-Test ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Testergebnis ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Tests ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Test 
 HIV-Therapie ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Träger ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Typen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Typ 
 HIV-Vakzine ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Varianten ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Variante 
 HIV-Viren ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Virus 
 HIV-Virus ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Zwangstest ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Zwangstests ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Zwangstest 
 HIV-betroffenen ( ADJECTIVE ) lemma=HIV-betroffen 
 HIV-betroffener ( ADJECTIVE ) lemma=HIV-betroffen 
 HIV-exponiert ( ADJECTIVE ) 
 HIV-gefährdete ( ADJECTIVE ) lemma=HIV-gefährdet 
 HIV-getestet ( ADJECTIVE ) 
 HIV-infiziert ( ADJECTIVE ) 
 HIV-infizierte ( ADJECTIVE ) lemma=HIV-infiziert 
 HIV-infiziertem ( ADJECTIVE ) lemma=HIV-infiziert 
 HIV-infizierten ( ADJECTIVE ) lemma=HIV-infiziert 
 HIV-infizierter ( ADJECTIVE ) lemma=HIV-infiziert 
 HIV-infiziertes ( ADJECTIVE ) lemma=HIV-infiziert 
 HIV-negativ ( ADJECTIVE ) 
 HIV-negativen ( ADJECTIVE ) lemma=HIV-negativ 
 HIV-positiv ( ADJECTIVE ) 
 HIV-positive ( ADJECTIVE ) lemma=HIV-positiv 
 HIV-positivem ( ADJECTIVE ) lemma=HIV-positiv 
 HIV-positiven ( ADJECTIVE ) lemma=HIV-positiv 
 HIV-positiver ( ADJECTIVE ) lemma=HIV-positiv 
 HIV-positives ( ADJECTIVE ) lemma=HIV-positiv 
 HIV-verdächtigte ( ADJECTIVE ) lemma=HIV-verdächtigt 
 HIV-verseuchte ( ADJECTIVE ) lemma=HIV-verseucht 
 HIV-verseuchtem ( ADJECTIVE ) lemma=HIV-verseucht 
 HIV-verseuchten ( ADJECTIVE ) lemma=HIV-verseucht 
 HIV-verseuchter ( ADJECTIVE ) lemma=HIV-verseucht 
 HIV-verseuchtes ( ADJECTIVE ) lemma=HIV-verseucht 
 HIV-Übertragung ( NOUN NOUN_PROPER_SINGULAR ) 
 HIV-Übertragungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HIV-Übertragung 
 HIW ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HJ ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 HJ- ( ) 
 HJ-Führer ( NOUN NOUN_PROPER_SINGULAR ) 
 HJ-Führers ( NOUN NOUN_PROPER_SINGULAR ) lemma=HJ-Führer 
 HJ-Gruppe ( NOUN NOUN_PROPER_SINGULAR ) 
 HJ-Heim ( NOUN NOUN_PROPER_SINGULAR ) 
 HJ-Jungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HJ-Junge 
 HJ-Lied ( NOUN NOUN_PROPER_SINGULAR ) 
 HJ-Uniform ( NOUN NOUN_PROPER_SINGULAR ) 
 HJK ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HK ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HK-Archivfoto ( NOUN NOUN_PROPER_SINGULAR ) 
 HK-Foto ( NOUN NOUN_PROPER_SINGULAR ) 
 HK-Fotos ( NOUN NOUN_PROPER_SINGULAR ) lemma=HK-Foto 
 HK-Gespräch ( NOUN NOUN_PROPER_SINGULAR ) 
 HKG-Geschäftsführer ( NOUN NOUN_PROPER_SINGULAR ) 
 HKG-Gesellschafter ( NOUN NOUN_PROPER_SINGULAR ) 
 HKG-Gesellschafterversammlung ( NOUN NOUN_PROPER_SINGULAR ) 
 HKJ ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HKM-Absolvent ( NOUN NOUN_PROPER_SINGULAR ) 
 HKP ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HKT ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HKV ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HL ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HL- ( ) 
 HL-Lebensmittelmarkt ( NOUN NOUN_PROPER_SINGULAR ) 
 HL-Markt ( NOUN NOUN_PROPER_SINGULAR ) 
 HL-Marktes ( NOUN NOUN_PROPER_SINGULAR ) lemma=HL-Markt 
 HL-Märkte ( NOUN NOUN_PROPER_SINGULAR ) lemma=HL-Markt 
 HL-Parkplatz ( NOUN NOUN_PROPER_SINGULAR ) 
 HLT ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HM ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HMI- ( ) 
 HMI-Atomforscher ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Atommüll ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Atommülls ( NOUN NOUN_PROPER_SINGULAR ) lemma=HMI-Atommüll 
 HMI-Brennelemente ( NOUN NOUN_PROPER_SINGULAR ) lemma=HMI-Brennelement 
 HMI-Chef ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Forschungsreaktor ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Forschungsreaktors ( NOUN NOUN_PROPER_SINGULAR ) lemma=HMI-Forschungsreaktor 
 HMI-Gelände ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Genehmigung ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Geschäftsführer ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Gutachten ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Leiter ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Leitung ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Lobbyisten ( NOUN NOUN_PROPER_SINGULAR ) lemma=HMI-Lobbyist 
 HMI-Müll ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Pressesprecher ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Reaktor ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Reaktors ( NOUN NOUN_PROPER_SINGULAR ) lemma=HMI-Reaktor 
 HMI-Sprecher ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Verfahren ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Wahlkreis ( NOUN NOUN_PROPER_SINGULAR ) 
 HMI-Wissenschaftler ( NOUN NOUN_PROPER_SINGULAR ) 
 HMS ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HN ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HN-Untereisesheim ( NOUN NOUN_PROPER_SINGULAR ) 
 HNO- ( ) 
 HNO-Abteilung ( NOUN NOUN_PROPER_SINGULAR ) 
 HNO-Arzt ( NOUN NOUN_PROPER_SINGULAR ) 
 HNO-Bereich ( NOUN NOUN_PROPER_SINGULAR ) 
 HNO-Klinik ( NOUN NOUN_PROPER_SINGULAR ) 
 HO ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HO- ( ) 
 HO-Arbeitsplätze ( NOUN NOUN_PROPER_SINGULAR ) lemma=HO-Arbeitsplatz 
 HO-Betriebe ( NOUN NOUN_PROPER_SINGULAR ) lemma=HO-Betrieb 
 HO-Butter ( NOUN NOUN_PROPER_SINGULAR ) 
 HO-Drogerien ( NOUN NOUN_PROPER_SINGULAR ) lemma=HO-Drogerie 
 HO-Gaststätte ( NOUN NOUN_PROPER_SINGULAR ) 
 HO-Gaststätten ( NOUN NOUN_PROPER_SINGULAR ) lemma=HO-Gaststätte 
 HO-Gaststättendirektion ( NOUN NOUN_PROPER_SINGULAR ) 
 HO-Geschäften ( NOUN NOUN_PROPER_SINGULAR ) lemma=HO-Geschäft 
 HO-Handels ( NOUN NOUN_PROPER_SINGULAR ) lemma=HO-Handel 
 HO-Industriewaren ( NOUN NOUN_PROPER_SINGULAR ) lemma=HO-Industrieware 
 HO-Kaufhalle ( NOUN NOUN_PROPER_SINGULAR ) 
 HO-Kaufhallen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HO-Kaufhalle 
 HO-Laden ( NOUN NOUN_PROPER_SINGULAR ) 
 HO-Ladens ( NOUN NOUN_PROPER_SINGULAR ) lemma=HO-Laden 
 HO-Läden ( NOUN NOUN_PROPER_SINGULAR ) lemma=HO-Laden 
 HO-Nachfolgerin ( NOUN NOUN_PROPER_SINGULAR ) 
 HO-Objekte ( NOUN NOUN_PROPER_SINGULAR ) lemma=HO-Objekt 
 HO-Organisation ( NOUN NOUN_PROPER_SINGULAR ) 
 HO-Schnitzel ( NOUN NOUN_PROPER_SINGULAR ) 
 HO-Zeiten ( NOUN NOUN_PROPER_SINGULAR ) lemma=HO-Zeit 
 HOAG ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HOCH- ( ) 
 HOCHHEIM ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HOCHTAUNUSKREIS ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HOCKEY-WM ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HODO ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HOLBEINSTUBE ( NOUN NOUN_PROPER_SINGULAR ) lemma=Holbeinstube 
 HOLGER ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HOLZ ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HOMBURG ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=Homburg 
 HOPA-Simone ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HORST ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HORTENSIO ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HOS- ( ) 
 HOS-Kämpfer ( NOUN NOUN_PROPER_SINGULAR ) 
 HOS-Miliz ( NOUN NOUN_PROPER_SINGULAR ) 
 HOS-Truppen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HOS-Truppe 
 HOT- ( ) 
 HOWIAL ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HP ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HP-Chef ( NOUN NOUN_PROPER_SINGULAR ) 
 HP-Geschäftsführung ( NOUN NOUN_PROPER_SINGULAR ) 
 HP-Helmut ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HP-Mitarbeiter ( NOUN NOUN_PROPER_SINGULAR ) 
 HP-Mitarbeitern ( NOUN NOUN_PROPER_SINGULAR ) lemma=HP-Mitarbeiter 
 HP-Projekt ( NOUN NOUN_PROPER_SINGULAR ) 
 HPH ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HPIG ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HPLC-Anlagen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HPLC-Anlage 
 HPLC-DAD-Anlage ( NOUN NOUN_PROPER_SINGULAR ) 
 HPLC-DAD-Screening-Verfahren ( NOUN NOUN_PROPER_SINGULAR ) 
 HPLC-DAD-Spektrenbibliothek ( NOUN NOUN_PROPER_SINGULAR ) 
 HPLC-Methode ( NOUN NOUN_PROPER_SINGULAR ) 
 HPLC-Pumpe ( NOUN NOUN_PROPER_SINGULAR ) 
 HPLC-Säule ( NOUN NOUN_PROPER_SINGULAR ) 
 HPS ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HR ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HR- ( ) 
 HR-3-Moderatoren ( NOUN NOUN_PROPER_SINGULAR ) lemma=HR-3-Moderator 
 HR-3-Sendungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HR-3-Sendung 
 HR-Amateurparodisten ( NOUN NOUN_PROPER_SINGULAR ) lemma=HR-Amateurparodist 
 HR-Auswahl ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Bereich ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Big-Band ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Chef ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Chefredakteur ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Darstellung ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Direktoren ( NOUN NOUN_PROPER_SINGULAR ) lemma=HR-Direktor 
 HR-Dokumentarspiel ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Faktotum ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Fernsehen ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Fernsehsendung ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Fernsehunterhaltung ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Gesetz ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Haushalt ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Herausgeber ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Intendant ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Intendanten ( NOUN NOUN_PROPER_SINGULAR ) lemma=HR-Intendant 
 HR-Journalistin ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Kinderfunk ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Konzert ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Live ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Mann ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Mitarbeiter ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Moderator ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Orchester ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Programmdirektor ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Programmen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HR-Programm 
 HR-Redakteur ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Revision ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Rundfunkorchester ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Rundfunkratsmitglied ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Sendesaal ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Sportchef ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Sprecher ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Stadtgespräch ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Stimme ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Vertreter ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Verwaltungsrat ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-Werbung ( NOUN NOUN_PROPER_SINGULAR ) 
 HR-internen ( ADJECTIVE ) lemma=HR-intern 
 HR3 ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HRK-Präsident ( NOUN NOUN_PROPER_SINGULAR ) 
 HS ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HS-C. ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HS-Leitung ( NOUN NOUN_PROPER_SINGULAR ) 
 HS-Touristik ( NOUN NOUN_PROPER_SINGULAR ) 
 HS-Trakt ( NOUN NOUN_PROPER_SINGULAR ) 
 HSB ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HSB- ( ) 
 HSB-Bank ( NOUN NOUN_PROPER_SINGULAR ) 
 HSB-Chef ( NOUN NOUN_PROPER_SINGULAR ) 
 HSB-Fahrer ( NOUN NOUN_PROPER_SINGULAR ) 
 HSB-Frauen ( NOUN NOUN_PROPER_SINGULAR ) lemma=HSB-Frau 
 HSB-Frauensportwoche ( NOUN NOUN_PROPER_SINGULAR ) 
 HSB-Hauptausschuss ( NOUN NOUN_PROPER_SINGULAR ) 
 HSB-Hauptausschuß ( NOUN NOUN_PROPER_SINGULAR ) lemma=HSB-Hauptausschuss 
 HSB-Männer ( NOUN NOUN_PROPER_SINGULAR ) lemma=HSB-Mann 
 HSB-Präsidenten ( NOUN NOUN_PROPER_SINGULAR ) lemma=HSB-Präsident 
 HSB-Service-Telefon ( NOUN NOUN_PROPER_SINGULAR ) 
 HSBC ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HSF ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HSI ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HSR ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HSV ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 HSV- ( ) 
 HSV-AG ( NOUN NOUN_PROPER_SINGULAR ) 
 HSV-Aktie ( NOUN NOUN_PROPER_SINGULAR ) 
 HSV-Amateure ( NOUN NOUN_PROPER_SINGULAR ) lemma=HSV-Amateur 
 HSV-Anhänger ( NOUN NOUN_PROPER_SINGULAR ) 
 HSV-Boss ( NOUN NOUN_PROPER_SINGULAR ) 
